user,session_count,total_events,unique_page_types,events_per_session
2307007879662427189u,2,29,3,14.5
2307055334095531429u,5,44,3,8.8
2308193797512175245u,1,6,3,6.0
2310042111716537410u,1,6,1,6.0
2311837305825774693u,1,6,2,6.0
2312279475759541703u,1,7,2,7.0
2313433682158682170u,1,15,2,15.0
2313700026813496863u,17,17,1,1.0
2314047982871421488u,1,16,3,16.0
231429042939140593u,1,6,1,6.0
231482015910194920u,1,10,4,10.0
2315355378798322100u,2,20,3,10.0
2315858471709630238u,1,8,2,8.0
2315890465644240832u,4,6,1,1.5
2316380543042566834u,1,20,3,20.0
23175418377498u,2,15,3,7.5
2317612325724777642u,1,7,1,7.0
2319429502189592517u,1,9,4,9.0
2319593559831220066u,1,6,1,6.0
2320493852173075803u,5,11,2,2.2
2322984142675482972u,1,10,2,10.0
2323574612563975819u,1,6,1,6.0
2323773358545289394u,1,7,3,7.0
2324414301153936402u,1,11,2,11.0
232450062586188813u,1,6,1,6.0
2326083505621469357u,4,11,2,2.75
2326993348083150468u,1,8,2,8.0
2327036962771815051u,1,13,2,13.0
2327548230444366460u,2,9,1,4.5
232988201381018605u,1,7,3,7.0
2331474271942950011u,1,18,1,18.0
2332003861836175463u,11,24,2,2.1818181818181817
2332157853448565670u,1,9,2,9.0
2332326354262866511u,1,6,3,6.0
2333689829812592176u,6,6,1,1.0
2334404865007466566u,3,12,3,4.0
2338082516456292084u,1,8,1,8.0
2339791140534494344u,3,8,1,2.6666666666666665
2340898076421689872u,1,6,2,6.0
2342692512075799598u,1,11,2,11.0
2343142051020534301u,2,7,1,3.5
2344022849851992667u,4,7,1,1.75
2344684255702280839u,3,6,1,2.0
2344691496284836733u,1,8,2,8.0
2344958519285380226u,1,8,1,8.0
235281671515036457u,1,10,1,10.0
2352830725503346553u,1,8,2,8.0
2355577667336619333u,5,7,1,1.4
2356715582006418088u,5,54,3,10.8
2357219927190451981u,1,8,1,8.0
2358127894451970091u,1,11,2,11.0
2358633007022535756u,3,12,3,4.0
2359748891486099921u,1,12,1,12.0
2359784980334857273u,1,6,1,6.0
23598239456842187u,1,15,1,15.0
2360269032101710858u,1,14,2,14.0
2361015664848060973u,2,11,2,5.5
2361866602936770385u,1,6,3,6.0
236317726384050780u,1,8,2,8.0
2366204561544525003u,2,6,1,3.0
2366788841286303657u,3,21,2,7.0
2368788811558839472u,1,46,4,46.0
2372707180924018670u,15,16,1,1.0666666666666667
237290545105636000u,1,9,1,9.0
2377796512513010299u,1,8,2,8.0
2378108961723467108u,11,66,3,6.0
2378253185783663301u,1,22,3,22.0
2378929694441724611u,1,6,2,6.0
2379502810006571486u,3,34,1,11.333333333333334
23800892558665702u,3,6,1,2.0
2380806306694866287u,1,8,3,8.0
23812289405344721u,8,11,1,1.375
2382734969989360178u,2,14,3,7.0
2384603430615220755u,2,7,1,3.5
2385134317852958285u,1,6,2,6.0
2385481360101049498u,1,6,2,6.0
238564143884020390u,1,6,1,6.0
2385840597695320015u,2,6,1,3.0
2386846382298485524u,1,12,2,12.0
2388051091883834768u,1,10,2,10.0
2390965197405405676u,1,6,2,6.0
2391494331498322168u,2,24,4,12.0
239306698880152284u,2,7,1,3.5
2394049235152743141u,1,10,1,10.0
2396357422652800526u,1,14,3,14.0
2396672891047798622u,3,12,2,4.0
2396716197399108835u,1,14,2,14.0
2397518634098908666u,1,8,2,8.0
2398027071749430194u,1,14,2,14.0
2399062820369385206u,1,8,3,8.0
2400216431174671012u,2,11,3,5.5
2401064745048670065u,2,16,3,8.0
2401529604344534363u,1,9,3,9.0
2401789639988984056u,4,10,1,2.5
2401819393107969099u,1,8,1,8.0
2401943057853953634u,1,16,3,16.0
2402158609916706490u,3,12,3,4.0
2404521600199657981u,3,6,1,2.0
2405329201981867197u,1,9,3,9.0
2405518207637205498u,3,11,3,3.6666666666666665
2405666157495775563u,1,6,1,6.0
2405810346821402677u,1,13,3,13.0
2408243286641563733u,1,12,3,12.0
24085116296722942u,1,8,2,8.0
2411277441928125612u,5,32,2,6.4
2412714374163761233u,3,33,3,11.0
2416588407637942131u,1,7,2,7.0
2416611519471742964u,1,6,2,6.0
2416916444018843059u,3,8,1,2.6666666666666665
2417020909563915265u,4,11,1,2.75
2418715180500254260u,1,13,1,13.0
2418962386810703167u,7,9,1,1.2857142857142858
2419070359846693946u,1,15,1,15.0
2420022353569067065u,1,10,3,10.0
2420209414282937152u,3,49,4,16.333333333333332
2420308989926525397u,1,18,2,18.0
2422178636462046022u,1,7,2,7.0
2425333582446069537u,1,14,2,14.0
2429257585722702599u,3,14,3,4.666666666666667
2429579458102188834u,1,6,2,6.0
2429588866280678220u,1,8,2,8.0
2429987861025845125u,1,43,3,43.0
243023914216537123u,3,8,1,2.6666666666666665
2430512054301370584u,5,24,4,4.8
2431084566155151596u,3,15,2,5.0
243196498944250128u,3,23,3,7.666666666666667
2436075514747920211u,1,7,1,7.0
2436740136052670727u,2,6,1,3.0
2437081563165987136u,3,16,2,5.333333333333333
2437951808813744324u,4,20,2,5.0
2438526807815339775u,9,24,4,2.6666666666666665
243882868615907843u,1,10,3,10.0
2439432654609202743u,3,23,1,7.666666666666667
2440299865825846528u,1,8,3,8.0
2440805108430185510u,1,6,1,6.0
2440867344383488399u,1,9,2,9.0
2441124058478884677u,1,14,1,14.0
2441136820360662365u,1,7,2,7.0
244156281526151996u,1,7,2,7.0
2442679635480177830u,1,35,3,35.0
2442861640970013065u,1,16,3,16.0
2443696610837706240u,3,14,3,4.666666666666667
2443843829562075592u,3,59,2,19.666666666666668
2444631690900381756u,1,6,2,6.0
2444651456715279298u,7,7,1,1.0
244512127518877048u,1,8,1,8.0
2446428648776488420u,4,12,3,3.0
2447439060450176702u,1,8,2,8.0
245136871634817788u,2,7,1,3.5
2452405857159679720u,1,27,2,27.0
2452518510271506965u,1,9,3,9.0
2453330766249760867u,1,18,2,18.0
2453626696883706533u,7,29,3,4.142857142857143
2453911581278269249u,6,72,4,12.0
2458845138654010596u,2,6,1,3.0
2459224795066169896u,3,7,1,2.3333333333333335
2460439345617886176u,2,9,1,4.5
2461337283112317439u,1,8,1,8.0
2461983004832865178u,4,6,1,1.5
2461983192699328134u,1,6,2,6.0
2462363042512777033u,2,13,1,6.5
2463802578418713363u,2,14,2,7.0
2464372102786544693u,1,7,1,7.0
2465557336209583217u,1,12,2,12.0
246622404873048171u,1,8,3,8.0
2466811140128209903u,5,33,4,6.6
2468245293895157295u,1,6,2,6.0
2468476605489866993u,1,7,2,7.0
2470457436341586492u,3,29,2,9.666666666666666
247207197872516412u,1,9,3,9.0
2472215002938043035u,9,17,3,1.8888888888888888
2473576807314520876u,2,7,1,3.5
2473921132659598491u,1,7,2,7.0
2475968484541876365u,5,6,1,1.2
2476159049505662924u,1,8,1,8.0
2476234974299338947u,1,8,2,8.0
2477121410621767074u,1,6,2,6.0
2478887908115562418u,2,6,1,3.0
2478901424775495377u,5,15,1,3.0
2480481545571875753u,1,22,3,22.0
2480526133802895734u,10,13,1,1.3
2482238746712467613u,2,17,2,8.5
2482577294562425044u,1,8,3,8.0
2484935046199969494u,7,7,1,1.0
2486108197867573094u,1,6,2,6.0
2486517835426934754u,1,6,2,6.0
2486809977422894482u,1,17,2,17.0
248830026351973280u,1,8,1,8.0
2488775020955386579u,1,11,2,11.0
2489252296903244942u,1,15,2,15.0
2489540413311794688u,1,7,3,7.0
2490825654009357371u,1,7,2,7.0
249271963544378254u,4,25,1,6.25
249337766516528892u,1,11,3,11.0
2493637250575362225u,5,6,1,1.2
2493742747975247630u,1,8,2,8.0
2493824239607783770u,1,9,3,9.0
2495386189873611636u,1,8,1,8.0
2495564764632298877u,1,12,3,12.0
2496714244383955735u,4,26,2,6.5
2497389262620204242u,1,13,3,13.0
2498279118167153235u,13,14,1,1.0769230769230769
2498351136382356639u,1,12,2,12.0
2500375057855395544u,1,8,2,8.0
250160612853814954u,8,8,1,1.0
2501846241212592099u,1,6,3,6.0
2502972497923776968u,1,6,1,6.0
2503299837123873963u,1,12,3,12.0
2504512750868979668u,4,8,1,2.0
2505251202242521602u,10,36,3,3.6
2506820049153836830u,1,6,3,6.0
2507878440629352521u,1,8,3,8.0
2508931069030774604u,2,7,1,3.5
2509179123589443939u,1,10,2,10.0
2509838914848526480u,2,15,3,7.5
250994859292575199u,2,20,4,10.0
2512486047094899965u,1,7,2,7.0
2513487805506890036u,2,14,2,7.0
2517053604010157166u,9,10,1,1.1111111111111112
2517841589456687085u,1,10,3,10.0
2517888457408046929u,1,16,2,16.0
2520840093973027634u,3,12,3,4.0
2521457623485107480u,1,6,2,6.0
2521891332911261267u,2,14,3,7.0
2522783145890561065u,2,18,3,9.0
2522923879966027809u,2,11,2,5.5
2525353233975807562u,1,6,2,6.0
2528203827719194785u,4,6,1,1.5
2528482026277686759u,1,9,2,9.0
2529405784485641298u,1,15,3,15.0
2529480929491922474u,1,22,2,22.0
2530429976688710874u,3,21,3,7.0
2530507642148034232u,1,7,2,7.0
2531432525500070346u,1,6,2,6.0
2532894990974711095u,1,6,1,6.0
25338064379279677u,16,32,3,2.0
2537374373431712749u,3,12,1,4.0
253754372623002885u,9,49,2,5.444444444444445
2538177559508416328u,1,6,1,6.0
253831656813067737u,1,7,2,7.0
2539219330944144442u,1,34,4,34.0
2541423128794072234u,1,8,2,8.0
2541989920980636455u,2,13,2,6.5
2542247517744816118u,3,7,1,2.3333333333333335
2542350648416102130u,5,22,4,4.4
2542598012482003780u,4,7,1,1.75
2545337200219048316u,1,6,2,6.0
2545421661820167957u,1,12,3,12.0
2545573614933338988u,1,9,3,9.0
2545793277701161899u,1,6,3,6.0
2546137089140355666u,1,7,3,7.0
2546582155165108082u,1,7,1,7.0
254876641026269175u,1,13,1,13.0
2548985223923024291u,2,6,1,3.0
2549308507651010974u,7,7,1,1.0
2549730208348454811u,1,6,1,6.0
2551718465901522335u,2,15,2,7.5
2552784016991846671u,11,11,1,1.0
2553418441511656655u,1,6,2,6.0
2556254596569129770u,5,6,1,1.2
2556678349112246029u,3,12,3,4.0
2557521913065138932u,1,38,4,38.0
2557533560932230695u,1,7,2,7.0
2558250958816565639u,3,14,3,4.666666666666667
2559139556031604571u,1,6,2,6.0
2560392611574238588u,1,11,3,11.0
2560692673658869029u,1,12,2,12.0
2560753740839367445u,2,6,1,3.0
2561837814091408680u,1,6,3,6.0
2561965255486576957u,1,7,3,7.0
2562683804249055301u,1,6,1,6.0
2562868901855264686u,1,6,2,6.0
2564429018944618705u,1,11,3,11.0
2565748355836153461u,3,11,3,3.6666666666666665
2566822319987721099u,1,17,2,17.0
2569214807002465385u,3,27,3,9.0
257159553997892296u,7,7,1,1.0
2573360582842435670u,4,13,4,3.25
2573769320738638018u,1,6,4,6.0
2576285748004990233u,1,25,3,25.0
257638221748740153u,1,16,1,16.0
2576770131936718725u,2,6,1,3.0
2577925009651321409u,1,9,2,9.0
2579992982904568469u,3,8,1,2.6666666666666665
2581577011612604731u,6,6,1,1.0
2585112764146028632u,6,27,3,4.5
2586597300750597880u,3,7,1,2.3333333333333335
2587966844083638803u,1,11,4,11.0
2588027435377983179u,2,16,2,8.0
2588175482308545867u,3,7,1,2.3333333333333335
2588456207151686946u,6,7,1,1.1666666666666667
2590955279279306930u,1,6,2,6.0
2591066183554615927u,1,6,2,6.0
2591908065292043453u,6,6,1,1.0
2593714213358596865u,5,23,3,4.6
259463883315092340u,3,12,2,4.0
2594911849332837067u,2,7,1,3.5
2595875352065450140u,1,9,2,9.0
2598265139178880548u,1,7,1,7.0
2601601218031342563u,2,11,4,5.5
260235857970804389u,2,13,2,6.5
2603195275583857505u,11,40,3,3.6363636363636362
2603797860493384894u,1,6,2,6.0
2604696884063475143u,2,13,4,6.5
2605188417393429402u,4,11,2,2.75
2605693763050746157u,1,22,2,22.0
2605789636682699340u,1,11,4,11.0
2605847975496862503u,1,7,1,7.0
2606858641803054827u,1,8,3,8.0
2608314267273674918u,6,6,1,1.0
2613691276874991330u,1,7,3,7.0
261414486964754060u,1,7,2,7.0
261509344208488817u,2,31,1,15.5
26153520941388692u,2,16,3,8.0
261883839681165685u,1,8,2,8.0
2619504897630589534u,2,44,3,22.0
2620231639095957563u,2,6,1,3.0
2620749549539666454u,5,7,1,1.4
2622879518299630354u,1,12,4,12.0
2624176457196768271u,1,12,2,12.0
2624854633679673355u,1,6,1,6.0
2626040250696439237u,1,6,1,6.0
2628673762558806628u,4,12,3,3.0
2629958097897568993u,2,6,1,3.0
2631428765049955821u,1,40,4,40.0
2632801338906612666u,3,39,4,13.0
2633978515586777862u,2,6,1,3.0
2633980368181057288u,2,11,3,5.5
2634020114282533884u,1,7,2,7.0
2634521856231126447u,3,12,2,4.0
263532234833738577u,3,12,3,4.0
2636171137099203701u,12,13,1,1.0833333333333333
2641151452350563265u,2,16,2,8.0
2643723894724198320u,4,8,1,2.0
2645700532866961170u,3,6,1,2.0
2647661352317835584u,1,6,2,6.0
2647933932559978318u,1,6,2,6.0
2647966791015831724u,1,8,2,8.0
2648014769103711122u,2,6,1,3.0
2648684226610098824u,9,11,2,1.2222222222222223
2648835559909050508u,1,7,3,7.0
2649884314954540863u,1,8,1,8.0
2650328153678442682u,1,8,1,8.0
2651105885773509072u,1,6,2,6.0
2651479337300947515u,3,13,2,4.333333333333333
2652155225237303567u,1,21,4,21.0
2652503301021735099u,1,7,1,7.0
2653877161730104075u,2,7,1,3.5
265491899105054485u,1,6,2,6.0
265599750981473414u,2,32,4,16.0
265892274449343689u,1,6,3,6.0
2660414380463105655u,1,22,2,22.0
2660826646809940887u,2,11,4,5.5
2661817757810850032u,2,14,2,7.0
2661978191736708256u,2,11,4,5.5
2662649758700165273u,6,6,1,1.0
2662676737145057221u,1,8,2,8.0
2663591380501986436u,1,14,2,14.0
2663897207029092591u,1,6,2,6.0
2664469085885738727u,1,8,2,8.0
2665327459874525317u,11,44,3,4.0
2667186393672466055u,3,11,4,3.6666666666666665
2668039297652768668u,1,13,2,13.0
2669749755462056842u,2,8,1,4.0
267071202767461557u,1,20,3,20.0
2673017363532623739u,10,10,1,1.0
2674060893932907740u,1,7,1,7.0
2674426903525590150u,1,16,2,16.0
2677272705776912341u,1,8,2,8.0
2678457218539629589u,5,7,1,1.4
2680498414290914184u,1,7,3,7.0
2681716730204966074u,1,7,1,7.0
2682750587037467974u,8,22,3,2.75
2684493160283703090u,1,10,3,10.0
2684867811293994080u,1,193,3,193.0
2685242844708355032u,1,6,1,6.0
2687224044517108859u,5,6,1,1.2
2687237562907165986u,10,10,1,1.0
2688124929269461188u,2,16,2,8.0
2691233295721091769u,1,9,1,9.0
269138209170728780u,1,15,2,15.0
2691664877763118180u,1,14,2,14.0
2692528097107332432u,1,7,3,7.0
2692646899777155238u,2,6,1,3.0
2694473854294989919u,1,12,2,12.0
26946298064382107u,1,23,3,23.0
2695029559302214295u,1,6,3,6.0
269519342896850729u,1,14,3,14.0
2696817628321241884u,1,7,1,7.0
2697036974394722136u,2,14,3,7.0
2697061790436258597u,2,33,3,16.5
2699086120564712640u,1,8,2,8.0
2701958399572490343u,1,6,1,6.0
2702442108319226446u,1,6,2,6.0
270330885750632063u,1,22,2,22.0
2703467350924736438u,1,7,2,7.0
2703734092742237279u,1,26,4,26.0
2705600133612421096u,3,6,1,2.0
2706602179371547137u,4,36,2,9.0
2707297101766911881u,1,7,1,7.0
2709320608346726405u,2,6,1,3.0
2709412713600764625u,1,12,3,12.0
2709715776668513327u,2,14,3,7.0
271181451193619134u,1,11,2,11.0
2712378970269531485u,4,30,3,7.5
2712591156422550917u,1,16,2,16.0
2716832297018399305u,1,10,2,10.0
2717033646258129504u,5,11,3,2.2
2717430201087866096u,1,13,1,13.0
271794544217784599u,1,10,3,10.0
2718019220310922684u,1,23,3,23.0
2718409947134398885u,31,36,1,1.1612903225806452
2719690327356658558u,3,8,1,2.6666666666666665
2723681927402281636u,11,11,1,1.0
272426100395087385u,1,31,4,31.0
2725011550960870947u,1,10,1,10.0
2725631513741457496u,6,69,4,11.5
2726907061662692697u,1,7,3,7.0
2729072026326204640u,1,10,2,10.0
2729113117068574672u,5,17,4,3.4
2730447723899392892u,7,28,4,4.0
2730559374544283623u,2,17,3,8.5
2731355377508236346u,1,6,2,6.0
2731933309302197692u,1,9,3,9.0
2732139078866475737u,1,12,1,12.0
2736196941913018503u,1,14,2,14.0
2736547100899236613u,2,17,3,8.5
2738865028391788456u,1,9,2,9.0
2741240997248318094u,1,7,2,7.0
2742055677209202452u,2,24,2,12.0
2742150091829556406u,13,14,1,1.0769230769230769
2742293658795241357u,1,23,1,23.0
2743455652952026688u,1,6,2,6.0
2745026557562281521u,1,19,2,19.0
2745100903921374044u,1,6,2,6.0
2745548556245136989u,1,8,2,8.0
2747441882272712858u,1,33,4,33.0
274853751784154735u,1,7,1,7.0
2749151999275421186u,1,6,1,6.0
2749405741301342117u,1,6,1,6.0
2752321663441510611u,1,12,4,12.0
2753958668964580916u,2,8,1,4.0
2756919919618104436u,5,12,1,2.4
2757188645178638704u,1,8,1,8.0
2757415196960438841u,2,6,1,3.0
2758027553232063102u,1,23,3,23.0
2758196670712660095u,1,25,3,25.0
2758309194865478657u,1,50,3,50.0
2758596491795021608u,1,7,3,7.0
2760190456830542277u,3,8,1,2.6666666666666665
2762589267653837473u,1,12,2,12.0
2771603403397377248u,1,7,2,7.0
2772176890792525470u,1,8,1,8.0
2772992593685719277u,3,50,4,16.666666666666668
2773254699134852004u,3,35,2,11.666666666666666
2775741898228857442u,1,6,4,6.0
2780345375385360122u,1,8,3,8.0
2780737087930798246u,1,13,3,13.0
2781826488440454611u,1,7,1,7.0
2782230830121747102u,5,11,3,2.2
2783968904359570980u,1,15,4,15.0
2785761323422100074u,10,11,2,1.1
2787895102037133196u,1,13,4,13.0
2789055303086848375u,1,13,3,13.0
2790456578093123574u,1,16,3,16.0
2790902939180594691u,1,9,2,9.0
2793448244247287595u,3,9,1,3.0
2793506907201740896u,1,6,1,6.0
2794301097341132825u,4,8,1,2.0
2794436344466631841u,1,8,2,8.0
2794846370254487711u,1,14,3,14.0
2794866166151687551u,2,13,4,6.5
2795754919781155144u,1,8,2,8.0
2795882246578357938u,1,9,3,9.0
2796236724688354158u,1,6,2,6.0
2797455725811752213u,1,16,2,16.0
2797502229589623066u,1,8,4,8.0
2797797546545207263u,1,22,2,22.0
2798632085257957715u,1,9,1,9.0
2800146228101274788u,1,26,3,26.0
280245563345772962u,4,12,2,3.0
2803202332991609681u,1,8,2,8.0
2803624181363651482u,1,7,3,7.0
280799196150580902u,2,6,1,3.0
2813315333093830246u,1,6,2,6.0
2814736817070648982u,3,23,4,7.666666666666667
281930950228581491u,2,11,3,5.5
2819601626316188923u,1,6,2,6.0
2819731882502606750u,2,7,1,3.5
2821670528416739957u,4,6,1,1.5
2822657789354901989u,1,6,2,6.0
2823714629560096102u,12,14,1,1.1666666666666667
2824606566391199224u,12,33,1,2.75
2825870963033428051u,1,6,2,6.0
2826421949774033412u,1,7,2,7.0
2827027896978163499u,1,21,2,21.0
2827827498765058127u,1,10,2,10.0
282981865792938861u,1,16,3,16.0
2830031321278928614u,1,18,2,18.0
2830730205103458111u,1,8,2,8.0
2831031671881819356u,1,6,2,6.0
2832702603246072478u,1,14,1,14.0
2833115797264668943u,1,10,2,10.0
2834445611013464795u,3,17,2,5.666666666666667
2835085581523830747u,3,7,1,2.3333333333333335
2835810033749576736u,1,8,1,8.0
2836153439881959935u,1,10,3,10.0
28368591100563435u,3,6,1,2.0
2837101634935294571u,1,8,2,8.0
2837624510851286779u,1,6,2,6.0
2838255544861023405u,1,45,3,45.0
2838372329971793935u,1,16,4,16.0
2839521668494592356u,6,6,1,1.0
2839690011069222285u,2,6,1,3.0
2840037437917045207u,1,6,2,6.0
2840724845189132990u,9,9,1,1.0
2843470357313611885u,1,10,2,10.0
2845644981470716815u,1,6,2,6.0
2846846444930319613u,4,52,3,13.0
2847064335056750292u,1,8,3,8.0
2848504826311277648u,1,16,2,16.0
2848802709195307878u,1,6,1,6.0
284885680674563928u,1,9,4,9.0
284923448259133305u,1,19,3,19.0
2850597419788401118u,1,8,1,8.0
2858426912516633045u,1,11,2,11.0
2858485916277842336u,1,9,2,9.0
285859217226852136u,1,7,1,7.0
2860926153031425520u,1,13,2,13.0
2861136581834543626u,2,12,3,6.0
2861799120436467715u,2,19,3,9.5
2862076739762598801u,1,7,1,7.0
2863092412920573450u,4,69,4,17.25
2864332572712082064u,1,7,2,7.0
2864355309460459632u,3,18,2,6.0
2864843123594465129u,4,16,3,4.0
2865213116748929018u,1,10,1,10.0
2866578901157839779u,3,17,2,5.666666666666667
2867557624967395965u,1,6,3,6.0
2867694839072807363u,1,35,3,35.0
2868111014148670247u,2,16,3,8.0
2870437436068553540u,1,6,1,6.0
2871675883876805626u,1,6,1,6.0
2872485112932791354u,4,9,1,2.25
2874447644641650511u,1,6,1,6.0
2875113631662142279u,1,7,2,7.0
287941028130463960u,1,7,4,7.0
2880294609087464969u,1,6,2,6.0
2881439304011548905u,1,8,4,8.0
2883013504437094027u,2,17,3,8.5
2884678653022852511u,1,8,3,8.0
2888519409454895702u,7,42,3,6.0
2889834168834834971u,2,27,4,13.5
2889897820018059072u,1,7,2,7.0
289074438326689876u,6,7,1,1.1666666666666667
2891017267781285166u,1,6,2,6.0
2894478648270209888u,1,6,2,6.0
2895221065609089963u,1,6,1,6.0
289606657951756553u,1,9,4,9.0
2896547452472784960u,1,6,1,6.0
2901200713708330171u,3,43,3,14.333333333333334
2903154012345382274u,1,26,1,26.0
2904418445648608517u,6,6,1,1.0
2905317228219885178u,1,9,1,9.0
2906246694524623133u,1,9,1,9.0
2913836395281672421u,5,12,1,2.4
291443004142746515u,7,10,1,1.4285714285714286
2914709281646434521u,1,7,2,7.0
2915013218375318981u,1,11,3,11.0
2915113192618338441u,1,12,2,12.0
2915152427098793602u,2,6,1,3.0
2915908047541132588u,1,8,3,8.0
291620126414530561u,1,20,2,20.0
2916530553763438154u,1,6,2,6.0
2917256762858306603u,1,9,2,9.0
2918876592672505176u,6,16,4,2.6666666666666665
291905012491339774u,1,6,2,6.0
2919071633202197258u,1,7,3,7.0
2921291581321407766u,2,17,2,8.5
2923601889627202826u,1,11,3,11.0
2924307082296975622u,2,7,1,3.5
292484760384380475u,6,6,1,1.0
2925289191937648408u,1,7,3,7.0
2926925311569103528u,6,21,3,3.5
292806902244893086u,3,28,3,9.333333333333334
2929484424866402581u,5,17,1,3.4
2929734734067226949u,1,9,2,9.0
2929826653348152504u,8,15,1,1.875
292993420327067554u,1,6,2,6.0
2930879672775603755u,1,8,2,8.0
2931265902384609485u,2,12,3,6.0
2932277524907798182u,1,6,1,6.0
2934644030011799087u,3,13,3,4.333333333333333
2936826125330568691u,1,8,3,8.0
2939182331850826618u,1,8,2,8.0
2940964640199929065u,1,10,1,10.0
294224344688022579u,2,31,3,15.5
294243416962222201u,1,17,3,17.0
294249638665289034u,1,9,3,9.0
2942945759998773970u,2,11,3,5.5
2945093091541639134u,2,11,1,5.5
2948284196026590601u,5,15,4,3.0
2949106224490461836u,1,11,3,11.0
294917741578612955u,1,15,2,15.0
294949900708426911u,3,15,2,5.0
2949752718294950936u,1,6,2,6.0
2952190275387482886u,2,7,1,3.5
2952759854681647153u,1,23,3,23.0
2955827514576976016u,1,6,2,6.0
2956434010750043369u,10,11,1,1.1
2957124735626908355u,1,7,2,7.0
2957910343619744984u,2,13,2,6.5
2958160649947504709u,1,10,4,10.0
2958253814276657684u,4,13,3,3.25
2959969693728096654u,2,11,3,5.5
2960351088717266295u,1,9,3,9.0
2964682075051129325u,2,15,3,7.5
2965212089723651423u,3,6,1,2.0
296551001775039038u,1,7,2,7.0
2967981579564341349u,2,12,2,6.0
2968605684436747814u,2,11,1,5.5
2968732251444431649u,1,8,2,8.0
2969184063013397636u,1,11,3,11.0
2970229124296445323u,1,15,2,15.0
2971408275616559360u,1,9,3,9.0
2973553180331662417u,1,6,1,6.0
2973770120327797568u,1,8,3,8.0
2975391385721684496u,1,23,2,23.0
2976861863092213732u,1,6,2,6.0
2978055320116939099u,1,6,3,6.0
2978819045999585248u,1,6,2,6.0
2979089484223444405u,1,46,3,46.0
2981662138088119357u,1,12,1,12.0
2981909888218067239u,1,13,3,13.0
2983958854129783860u,4,30,4,7.5
2984874515172164512u,4,16,3,4.0
298568768862542804u,2,6,1,3.0
2986507665598972109u,1,6,2,6.0
2986564536404201510u,4,9,1,2.25
2988502935732457905u,1,6,1,6.0
2989271560622743765u,4,12,3,3.0
2989332710691350113u,6,6,1,1.0
2989402866648496470u,1,14,2,14.0
2990818373145001798u,2,13,1,6.5
2991054323574571u,2,17,2,8.5
299111823493682310u,3,24,2,8.0
2991328644685128491u,4,12,3,3.0
2992022153205852968u,2,34,4,17.0
2992200566901114781u,3,119,4,39.666666666666664
2993603541359271101u,8,9,1,1.125
2993682038234736579u,1,6,2,6.0
2993838607669702721u,1,19,2,19.0
2994745085837679723u,3,14,4,4.666666666666667
2994895364800610319u,1,18,2,18.0
2997697543354317999u,4,6,1,1.5
2999040008524117506u,1,39,3,39.0
3000320066478086723u,1,6,2,6.0
3001089212967645546u,4,6,1,1.5
3001811905816875707u,4,21,1,5.25
3002609143358702615u,1,8,1,8.0
3002652479526279525u,3,20,2,6.666666666666667
3003274769202036105u,1,23,3,23.0
3005626031515045394u,2,7,1,3.5
3005992371135801151u,9,10,1,1.1111111111111112
3006988098922016392u,1,11,2,11.0
300809320474991150u,4,52,3,13.0
3008294358158636965u,1,11,1,11.0
3008484207847447699u,3,22,2,7.333333333333333
3008486132389039724u,3,9,1,3.0
3008522261277992751u,1,9,4,9.0
3009452840886273604u,2,16,2,8.0
3010002157808806887u,1,7,3,7.0
3011647732768893862u,6,6,1,1.0
3012384452956455380u,1,7,2,7.0
301283560495839775u,1,7,2,7.0
3013304875369702902u,1,9,3,9.0
301350540322982853u,3,20,3,6.666666666666667
3013787126573457038u,5,7,1,1.4
3014248931872578225u,35,532,3,15.2
3015059514400066514u,2,6,1,3.0
3016079318442969387u,4,18,2,4.5
3017138578102087497u,1,6,2,6.0
3017442378907465872u,1,8,2,8.0
3017684683007842614u,1,21,3,21.0
301783278317749865u,1,23,2,23.0
3021376273063579677u,1,11,3,11.0
3022948855587401691u,6,8,1,1.3333333333333333
302512734839503824u,1,8,1,8.0
3028383318930051693u,1,22,2,22.0
3028412746373542812u,1,6,1,6.0
3028598788528771015u,3,6,1,2.0
3028656815712126623u,17,18,1,1.0588235294117647
302971270542535979u,1,16,2,16.0
3031647630093719146u,1,10,2,10.0
3031771426158366441u,1,6,3,6.0
3032899317446641035u,2,11,2,5.5
3034809784079219255u,2,6,1,3.0
303566537245586230u,5,6,1,1.2
3038224450923455042u,1,18,3,18.0
303843350869808334u,2,12,3,6.0
3040914557296313665u,4,11,3,2.75
3042614005747143612u,1,6,1,6.0
3042711264500096689u,5,44,3,8.8
3045747577830290852u,2,12,3,6.0
3046250310430311649u,35,46,1,1.3142857142857143
3046680964562472220u,1,8,3,8.0
3046779857307139149u,1,8,3,8.0
3048293028811057931u,3,22,4,7.333333333333333
3049374453641863051u,1,7,2,7.0
3050893607692744264u,1,19,2,19.0
3051783393591061546u,2,6,1,3.0
3053193917530764738u,1,12,2,12.0
3057171765567456518u,1,12,2,12.0
3057364141958319715u,1,7,2,7.0
3057497650500829804u,1,8,1,8.0
3058146393503940779u,1,8,1,8.0
3058962292524404433u,2,11,3,5.5
3059348743426242356u,2,11,2,5.5
305967418698577868u,1,8,1,8.0
3060445361821558169u,1,6,3,6.0
3060534615066235722u,1,24,2,24.0
3060627397747711323u,1,6,3,6.0
3062079303889601588u,3,14,3,4.666666666666667
3063599681516816005u,1,6,1,6.0
3066579125426909652u,1,6,2,6.0
