user,session_count,total_events,unique_page_types,events_per_session
5749823991128410441u,1,17,1,17.0
5751859214273027884u,1,7,3,7.0
5752779237999913919u,4,10,1,2.5
5753331307201574143u,1,7,2,7.0
5753895739484940816u,4,24,2,6.0
5753898466371725542u,1,19,2,19.0
5754024716467331619u,2,8,1,4.0
5754225508584764979u,1,9,2,9.0
5754648358040124990u,1,7,1,7.0
5754660333377176021u,2,6,1,3.0
5754662577740970127u,1,24,2,24.0
5754972220158209532u,2,15,2,7.5
5755213145138807687u,6,6,1,1.0
5757678479687742927u,2,20,3,10.0
5757799773586287082u,1,11,3,11.0
5758295797445371234u,1,17,4,17.0
5760014095749176137u,1,9,2,9.0
576072760069709748u,1,10,3,10.0
5761291711820670372u,7,7,1,1.0
5761372860238286080u,1,7,1,7.0
5761751466896552212u,1,7,3,7.0
576194058382301696u,1,6,2,6.0
5762642258732101927u,3,11,4,3.6666666666666665
576273778287364108u,7,20,2,2.857142857142857
5762897563248409058u,1,6,3,6.0
576355627426253098u,1,9,2,9.0
5766051371571675594u,1,8,1,8.0
5766362915921381279u,1,11,4,11.0
5767038023306334558u,1,7,3,7.0
5768225331138788760u,1,9,1,9.0
5771373804989225117u,1,7,3,7.0
5773389922499887112u,1,7,2,7.0
5773518389363399890u,2,7,1,3.5
577370782821322001u,1,6,1,6.0
5773937439861920982u,1,29,4,29.0
5774977091802701941u,24,29,2,1.2083333333333333
577538854091358876u,1,8,2,8.0
5775635920922049656u,1,9,4,9.0
5776372610436494193u,1,22,2,22.0
577675251172607856u,1,8,2,8.0
5777868580469881547u,40,41,1,1.025
5778043922612648376u,1,27,2,27.0
5778202431465593478u,15,32,1,2.1333333333333333
5780225505928273371u,1,9,3,9.0
5782206321017900559u,1,21,2,21.0
5782667948585451285u,12,13,1,1.0833333333333333
5785505958128342400u,1,7,1,7.0
5786161282961969729u,1,7,2,7.0
578711097464261847u,2,6,1,3.0
5789940411956537724u,1,7,2,7.0
5791753111221380010u,1,10,3,10.0
579238404863503875u,1,8,1,8.0
5792410177551157924u,2,23,4,11.5
5793862448986133888u,1,6,3,6.0
5794424567246396057u,1,6,1,6.0
5794575551520307828u,1,8,1,8.0
5795324667224099087u,1,6,2,6.0
5796154186013399519u,2,11,3,5.5
5796449829345272514u,1,7,1,7.0
5797231063525013146u,1,10,2,10.0
5799979827750976732u,1,23,2,23.0
5801401357179995708u,1,8,3,8.0
580263249682169879u,1,6,1,6.0
5802977473618513226u,1,6,3,6.0
5804744170081693439u,3,28,2,9.333333333333334
5805290815022714499u,1,6,1,6.0
5805473945708476008u,1,6,2,6.0
5805974726765401606u,5,10,1,2.0
5808921409732011221u,1,9,1,9.0
5809259196543690432u,2,8,1,4.0
5809786460978850994u,1,6,3,6.0
5809814971837652031u,3,16,1,5.333333333333333
5810433145522052247u,2,12,3,6.0
5811261020141142881u,1,6,3,6.0
5812692832146367673u,1,6,1,6.0
5812770672021819554u,1,6,3,6.0
5813023312688071020u,1,22,1,22.0
5814181125142399334u,2,7,1,3.5
5817096307114961271u,1,13,3,13.0
5818723824455911727u,3,15,3,5.0
5819504122946684752u,1,6,2,6.0
5819821205706104011u,10,10,1,1.0
5822082749065576529u,1,10,1,10.0
5822145438249561166u,1,8,3,8.0
582234096937711354u,1,6,3,6.0
5822807215983507049u,8,10,1,1.25
5822929622102641692u,2,14,2,7.0
58243517761042339u,1,12,2,12.0
5825842255913824691u,2,7,1,3.5
5825920615706334442u,1,7,2,7.0
5826617791307874910u,1,7,3,7.0
5827504488098624506u,1,7,1,7.0
5828826151090812219u,1,8,3,8.0
5830453739261355644u,1,6,1,6.0
5830517315195492176u,4,15,3,3.75
583079071666773603u,1,7,1,7.0
5831741970725207159u,2,11,3,5.5
5831752492539873141u,5,8,1,1.6
5831990076516771918u,1,24,2,24.0
583306196396051179u,1,6,3,6.0
5833749314019447061u,1,6,3,6.0
5838060377709558713u,5,51,3,10.2
5840176392768372155u,4,7,1,1.75
5841721500432234840u,15,66,3,4.4
5842383742321014168u,2,62,4,31.0
584438374846116234u,1,32,2,32.0
5844608191663817871u,1,6,3,6.0
5844732304227595783u,3,10,1,3.3333333333333335
5845188098570018130u,1,19,2,19.0
5846767229434046122u,1,7,2,7.0
5847929748288386096u,3,7,1,2.3333333333333335
5848610966794310187u,1,26,3,26.0
5850635497825092741u,1,8,3,8.0
585104125646152820u,1,6,2,6.0
5851494663119175058u,2,17,2,8.5
5851687864042367614u,1,10,2,10.0
5851888789486133999u,1,6,2,6.0
5852127225542156208u,8,48,3,6.0
5854080516736388379u,6,18,2,3.0
5858632062057967952u,2,12,2,6.0
585960248230435834u,5,6,1,1.2
5860308632466108802u,7,49,4,7.0
5864940925804476566u,1,7,3,7.0
5865048401311993332u,1,9,3,9.0
5867013269790562978u,1,11,3,11.0
5867059591209105203u,7,14,3,2.0
5867719924849189990u,1,6,1,6.0
5869153552078631752u,1,7,2,7.0
586948421963197227u,2,21,4,10.5
586974281025890436u,1,11,3,11.0
5870040793843317270u,1,15,2,15.0
5870477741315620349u,1,14,1,14.0
5871925770794889587u,10,10,1,1.0
5872106865397416410u,1,8,2,8.0
5874863406073457305u,1,8,3,8.0
5876152980952940928u,1,9,1,9.0
5878438254535812452u,1,6,1,6.0
5880559681515509532u,6,6,1,1.0
5882354212969636119u,4,29,2,7.25
5884022358331183582u,7,8,1,1.1428571428571428
5884417887882150254u,3,16,1,5.333333333333333
5884678657333164729u,1,9,3,9.0
5885807089861274710u,5,10,1,2.0
5886081480418710118u,5,7,1,1.4
5888678184459952188u,1,6,2,6.0
5889483060815566557u,1,12,1,12.0
5892304238445993208u,21,23,1,1.0952380952380953
5893164489069199229u,1,9,3,9.0
5896682074548301125u,1,10,2,10.0
5897016053534400736u,1,6,3,6.0
5897446973350753560u,1,6,2,6.0
5897588053667466278u,1,6,2,6.0
589775950364141889u,1,7,1,7.0
5898502058920165293u,1,10,1,10.0
5898567843831646039u,3,36,3,12.0
5898596175637042737u,2,39,3,19.5
5898857861663974723u,2,7,1,3.5
5899023775948410950u,2,13,2,6.5
5901153414818904955u,1,7,2,7.0
5901417160459666992u,7,32,4,4.571428571428571
5902021049128666516u,1,6,1,6.0
5903443028798685871u,1,7,4,7.0
5903811054769502201u,1,6,1,6.0
5906981423175882241u,2,18,2,9.0
5907567105089767233u,3,6,1,2.0
5908705798552667981u,1,6,3,6.0
590979095290019348u,1,7,1,7.0
5910023530366430813u,1,12,3,12.0
5910230642061988155u,1,7,1,7.0
5911083926888725138u,2,7,1,3.5
5913690851149993080u,2,7,1,3.5
5914748019146847006u,1,9,3,9.0
5915791128654386366u,1,13,4,13.0
5917430382815243547u,1,6,3,6.0
591860673174941099u,1,7,1,7.0
5922142094895457032u,1,12,3,12.0
5922999124128568578u,1,22,2,22.0
592403661462847962u,1,28,3,28.0
592480923058563156u,11,12,1,1.0909090909090908
59248184913287995u,1,6,1,6.0
5925564388453232691u,1,7,2,7.0
5927573256121130298u,1,9,2,9.0
592790161536110049u,1,7,2,7.0
5928194925187645028u,5,6,1,1.2
5930961410467201549u,1,6,2,6.0
5931043112463619279u,1,8,2,8.0
5931101703449426527u,2,17,2,8.5
593655835571451612u,1,9,3,9.0
5937366994795471696u,1,7,2,7.0
5938724210054167078u,8,17,2,2.125
593876251444986923u,4,33,3,8.25
5939553239108467275u,5,9,1,1.8
5941596112855854176u,2,6,1,3.0
5942106785641697168u,1,9,2,9.0
594476305099714342u,2,6,1,3.0
594660811255660384u,1,15,2,15.0
5947697760390759910u,1,7,2,7.0
5948022955304375172u,1,8,2,8.0
5948242931785039353u,6,33,3,5.5
595358359849004803u,2,20,2,10.0
5955171324706895463u,1,6,2,6.0
5956152741717701398u,2,11,4,5.5
5956606345548022030u,10,34,3,3.4
5957651038725013550u,3,10,1,3.3333333333333335
5958468717112585592u,2,16,3,8.0
5958827899981118690u,6,7,1,1.1666666666666667
5958919878258520484u,1,6,1,6.0
5959979581077927734u,1,7,2,7.0
5962095915833542012u,3,11,3,3.6666666666666665
5962142998423323760u,1,19,3,19.0
5962364520224186800u,1,12,2,12.0
5963427162517539854u,1,10,2,10.0
5963483681613378979u,5,59,4,11.8
5964619926586958095u,1,16,3,16.0
5965981706112191573u,1,6,2,6.0
596696169866218045u,1,7,1,7.0
5969339948827466548u,1,7,1,7.0
5969466644726034963u,1,6,1,6.0
5970218304198611185u,1,6,3,6.0
5970259706713005622u,1,17,4,17.0
5972292976858852936u,1,6,2,6.0
5974773549372749728u,1,8,2,8.0
597612237173307825u,7,7,1,1.0
5976423433065257992u,6,6,1,1.0
5977815301820019906u,1,6,1,6.0
5978223647156882192u,4,8,1,2.0
5979216340235940806u,8,14,2,1.75
5979617736149606185u,6,6,1,1.0
5979724522082901285u,4,17,4,4.25
5980426453925783719u,1,7,3,7.0
5982661551544038694u,1,9,1,9.0
5983122154446470015u,1,7,2,7.0
5983352200329389545u,3,12,4,4.0
5984124586195795316u,1,10,1,10.0
598564508086656117u,1,10,3,10.0
5986006396567347504u,9,89,4,9.88888888888889
5988890417646955672u,2,14,2,7.0
5989716692879152137u,1,6,1,6.0
5989774432983292521u,2,20,4,10.0
599078481675466248u,6,7,1,1.1666666666666667
599398488824410992u,1,7,1,7.0
5994702767926334416u,8,8,1,1.0
5994764030990326034u,2,6,1,3.0
5995079288028967693u,1,8,1,8.0
5996983261232925869u,1,12,2,12.0
599920513844616707u,1,21,2,21.0
6002535079380310856u,2,42,3,21.0
6002680093649134270u,1,9,2,9.0
6002703407059940216u,13,13,1,1.0
6002847689465906151u,1,6,2,6.0
6003403484904568352u,1,6,1,6.0
6003500070588300268u,1,8,1,8.0
6003823214917589286u,8,10,1,1.25
6004052906665537052u,1,11,2,11.0
600675613267394821u,2,11,3,5.5
6006944164712561852u,1,10,2,10.0
6008231125017588965u,2,11,3,5.5
60100570215047646u,1,13,3,13.0
6010181082995697084u,2,8,1,4.0
6013231294371292667u,2,11,2,5.5
6013421372006488053u,1,8,2,8.0
6014247808478439561u,1,17,2,17.0
6015572734206522517u,1,10,2,10.0
6018853375343741670u,1,8,3,8.0
6019101070215535111u,1,10,1,10.0
6019755108309341098u,1,8,2,8.0
6021154613842046699u,2,7,1,3.5
6021288505090844509u,1,11,3,11.0
6021554744918814126u,1,6,2,6.0
6024080354567828187u,2,18,3,9.0
6025979735497153323u,1,6,2,6.0
6027297953129440785u,1,7,1,7.0
6028202417917641777u,1,10,4,10.0
603050151555736981u,1,8,2,8.0
6032502675945268648u,2,11,3,5.5
603251475962271047u,1,6,3,6.0
6033433290683860287u,3,24,3,8.0
6037154519935791328u,5,45,4,9.0
6037531675236533681u,3,18,2,6.0
6038022995567712565u,5,12,2,2.4
6038905402190424427u,1,21,4,21.0
6039323415194622206u,1,7,1,7.0
6040634713358815524u,1,19,4,19.0
6041962515293088784u,2,17,3,8.5
6048338804144862752u,1,6,2,6.0
60501923023884642u,2,19,3,9.5
605051490779307710u,1,17,2,17.0
6050639632190368150u,7,13,2,1.8571428571428572
6051048590174418868u,1,11,3,11.0
6052231188444655440u,1,9,3,9.0
6054540049651816220u,4,8,1,2.0
6054871154638026464u,1,6,2,6.0
6056760250096121797u,1,16,2,16.0
6058813225488659777u,1,12,2,12.0
6059028573672594221u,1,16,2,16.0
6060285063065998641u,7,7,1,1.0
6060807111387478028u,2,9,1,4.5
6062899876981870614u,1,8,1,8.0
6064767929943270326u,1,7,1,7.0
6064873554891832181u,1,9,1,9.0
6065675461647660444u,1,10,3,10.0
6066922951787460651u,1,10,3,10.0
6067582002619602634u,6,8,1,1.3333333333333333
6068011542104551927u,1,6,3,6.0
6068078868137036299u,1,11,3,11.0
6072234608134322472u,5,7,1,1.4
6074230748801895803u,1,8,1,8.0
6075049129421395542u,1,9,3,9.0
60760929478838045u,1,11,4,11.0
6076339364874221413u,1,22,3,22.0
6077120679973548460u,1,11,2,11.0
6077605802584205068u,1,7,1,7.0
6078332339766750257u,3,6,1,2.0
6080702937860690452u,1,6,2,6.0
6080724318415007350u,2,8,1,4.0
608151331254445245u,1,18,2,18.0
6082917395991933774u,1,7,2,7.0
6084207161248746938u,1,9,1,9.0
6084250183047210501u,1,12,3,12.0
6085355983924228039u,1,10,4,10.0
6085392352189466562u,8,65,3,8.125
6085910495806794907u,5,11,2,2.2
6088276026355765626u,2,14,4,7.0
6089736815964426678u,1,7,1,7.0
6089857703792218251u,10,52,4,5.2
6090262549389069129u,5,14,4,2.8
6091309921322614149u,4,7,1,1.75
6091850384201993770u,1,6,2,6.0
6092479400997197961u,1,6,1,6.0
6092778137870850475u,1,12,4,12.0
6093079483429256915u,1,6,1,6.0
6094077315417629247u,1,46,3,46.0
6094708929256481850u,1,20,4,20.0
6095590540462780403u,2,8,1,4.0
6096689514205925169u,1,7,2,7.0
6097124286790343090u,7,25,3,3.5714285714285716
6097361375958273609u,5,6,1,1.2
6097502224914945471u,2,14,4,7.0
6098192922327699046u,3,37,4,12.333333333333334
6099744831917972010u,1,8,1,8.0
6102033603198143869u,1,7,2,7.0
6102807521322265135u,1,6,2,6.0
6105229825946222768u,1,6,3,6.0
6106191658616423446u,2,7,1,3.5
6106810539680151088u,4,34,4,8.5
6107511575047474159u,12,81,3,6.75
6109671129817682901u,1,7,2,7.0
6109917177875354491u,1,7,1,7.0
61110911517752343u,1,7,1,7.0
6111991648085942633u,1,6,1,6.0
6112073524274531737u,1,31,2,31.0
6113049557079874685u,2,41,2,20.5
6114287908428623427u,1,6,2,6.0
6114329913884027798u,2,16,2,8.0
6114365515329589875u,1,7,2,7.0
611700261343925610u,2,16,2,8.0
6119654878876330099u,5,12,2,2.4
6120515138408330078u,3,149,3,49.666666666666664
6121134049128209185u,4,7,1,1.75
6124321247658090805u,6,6,1,1.0
6124429064192663075u,1,7,2,7.0
6124473332336376154u,1,7,2,7.0
6124751894991569912u,2,9,1,4.5
6125479012672187918u,2,8,1,4.0
6125909508647249894u,1,15,2,15.0
6126695332716828032u,12,13,1,1.0833333333333333
612709789822689474u,2,7,1,3.5
6127826582961287984u,1,7,1,7.0
6129763126090898040u,1,9,3,9.0
6129890556044313379u,1,6,2,6.0
613072406000933014u,1,11,4,11.0
6131827519029555428u,5,19,1,3.8
6133275362371332591u,1,9,1,9.0
6133996786305170469u,1,12,2,12.0
6134050066103790396u,3,16,2,5.333333333333333
6134594202802715918u,1,7,1,7.0
6135517033353050484u,1,9,2,9.0
6135722106441775001u,2,11,2,5.5
6136285495251455675u,1,6,3,6.0
6136319033639186911u,1,10,1,10.0
6136579159142442210u,3,18,2,6.0
6140415461392331746u,5,41,3,8.2
6141830181776129051u,2,22,4,11.0
6143814599374540740u,1,6,1,6.0
6145906938713180174u,3,15,4,5.0
6146053470756369107u,8,10,1,1.25
6146337945365994570u,1,7,2,7.0
6149626491566607099u,1,6,1,6.0
6150745423347787119u,6,24,3,4.0
6150767595494831012u,6,48,4,8.0
615292321063950456u,1,30,4,30.0
6153144615555327503u,1,7,2,7.0
6153881972509856165u,1,11,3,11.0
6154053107082253068u,2,20,3,10.0
6154586336560413025u,5,8,1,1.6
6155609178348835344u,6,6,1,1.0
6159307400736466836u,1,17,3,17.0
6159514569894986638u,1,17,2,17.0
6159557966400092666u,1,15,2,15.0
6160028669478391666u,11,12,1,1.0909090909090908
6160504897464579020u,1,6,1,6.0
6160635895423715573u,1,6,2,6.0
6161953458106139714u,1,8,1,8.0
6162359784346486664u,1,13,2,13.0
6163345043304637051u,1,10,2,10.0
6163378149270594745u,3,16,4,5.333333333333333
616382868442438352u,1,6,2,6.0
6165731022039438866u,1,23,3,23.0
6166389792780278053u,1,9,3,9.0
616665498398881627u,1,12,2,12.0
6167013063256571138u,5,32,4,6.4
6169463752558620353u,1,8,2,8.0
6170623454236310531u,1,15,1,15.0
6172720624951250925u,1,11,1,11.0
6173633965741003878u,2,16,3,8.0
6178711416010072229u,5,11,1,2.2
6178912621608274854u,3,13,2,4.333333333333333
6180102872264695708u,1,8,3,8.0
6180125634464175379u,2,6,1,3.0
6181662042546077628u,4,6,1,1.5
6183341644999705276u,5,18,3,3.6
6187902889459825599u,1,6,1,6.0
6188745403542965833u,1,8,3,8.0
6190061279029940598u,1,7,1,7.0
6191117858775870442u,1,7,2,7.0
6191252605257957781u,3,18,2,6.0
6195344491622156769u,6,6,1,1.0
619840271832642882u,1,13,2,13.0
6198700048533013173u,1,9,3,9.0
6199755954876172170u,5,21,3,4.2
6200303376522055125u,1,16,2,16.0
6200559416907964875u,1,6,1,6.0
6200634010324950104u,8,74,4,9.25
6200713361754740950u,1,6,2,6.0
6201876718241030505u,1,7,1,7.0
6201917864533060446u,1,14,1,14.0
6201965540636882975u,1,12,1,12.0
6202560884555601005u,2,11,3,5.5
620338097433748770u,2,11,2,5.5
6204885644843247169u,1,6,2,6.0
6205454279769188881u,4,7,1,1.75
6207160170786540232u,1,16,2,16.0
6207440902536293754u,5,13,3,2.6
6208023750463177713u,1,69,4,69.0
6210033292004281222u,1,13,2,13.0
6212671206954342661u,1,25,4,25.0
6214024321383204228u,1,6,1,6.0
621451540259635486u,1,6,2,6.0
6216166819080968537u,1,17,3,17.0
6217662102532914808u,3,11,2,3.6666666666666665
6217749198359593895u,1,9,2,9.0
6218145351592716015u,3,24,3,8.0
6218647490691310934u,1,11,2,11.0
6218871035045241976u,1,17,2,17.0
621887308534647331u,1,23,3,23.0
6219282346804402642u,3,14,3,4.666666666666667
6221260948507425507u,2,30,2,15.0
622265094888027546u,4,24,3,6.0
6226047290943777042u,1,6,1,6.0
6226224339105604714u,1,7,2,7.0
6226935376577303679u,1,6,1,6.0
6227005095334585478u,2,33,4,16.5
622722730664247951u,3,11,1,3.6666666666666665
6230906893547647114u,1,10,2,10.0
6231391613060516428u,2,13,2,6.5
6231396436895775156u,1,7,2,7.0
6232938644977681287u,1,9,3,9.0
6233779914413592488u,6,7,1,1.1666666666666667
6234626661691951790u,1,7,2,7.0
6235259367980726059u,1,13,2,13.0
6237402430956845111u,1,6,3,6.0
6237656048106822199u,1,9,2,9.0
6238568343406195185u,1,14,2,14.0
6239067711446188732u,1,6,3,6.0
6239999800406566058u,1,8,2,8.0
6240881766062323560u,3,6,1,2.0
6241442334716272515u,1,6,3,6.0
6242153411758595821u,1,6,2,6.0
6242657715222920480u,1,12,1,12.0
6243106880650820421u,1,16,2,16.0
6243230365695815508u,14,19,1,1.3571428571428572
6243234949865710906u,2,12,4,6.0
6249559720092119932u,11,11,1,1.0
6249741251127964278u,2,6,1,3.0
6249795023073268191u,1,6,2,6.0
6250258055317048739u,3,13,3,4.333333333333333
6250285699697217605u,1,8,2,8.0
625424017010157227u,1,7,2,7.0
6254721568990305536u,1,7,1,7.0
6255441068636572913u,39,119,3,3.051282051282051
6256272968709963230u,1,6,1,6.0
6257610183975263468u,1,7,3,7.0
6259345810391164515u,6,6,1,1.0
6259372503666526448u,1,9,2,9.0
6263203043354586573u,1,6,1,6.0
6264204231909585127u,1,10,1,10.0
6267672573772187350u,1,6,2,6.0
6267924091123869624u,1,7,3,7.0
6268266623155099208u,1,16,3,16.0
6269814460898444242u,1,17,2,17.0
6270050510771453710u,2,6,1,3.0
627036056104450496u,1,11,2,11.0
6271634708496731663u,1,11,1,11.0
6271700091346612392u,1,12,3,12.0
6272271804862604716u,10,11,1,1.1
6273217844576158694u,2,14,2,7.0
6273458209761321810u,1,12,4,12.0
6273528293581532803u,3,6,1,2.0
6275234978104408559u,1,7,2,7.0
627734250103490578u,1,10,3,10.0
6278071332144801039u,10,11,1,1.1
6280887185559090301u,3,8,1,2.6666666666666665
6280991777793820955u,2,6,1,3.0
6282648249700210979u,1,7,2,7.0
6283481016396710243u,3,18,3,6.0
6283714566476824979u,1,9,1,9.0
6283855655330659180u,1,11,2,11.0
6283971884851001631u,2,13,2,6.5
6285461893341356145u,1,7,3,7.0
6286251254617098301u,12,12,1,1.0
6287077338773247060u,16,16,1,1.0
6287192513186874011u,1,7,1,7.0
6288119027236083796u,2,6,1,3.0
6288731068756637312u,1,6,1,6.0
6289253153967115730u,1,12,2,12.0
6290479715022121528u,2,9,1,4.5
6293911807462952537u,1,16,4,16.0
6294656266104466205u,1,24,4,24.0
6294684096918834712u,1,6,1,6.0
6296899211334974431u,1,80,2,80.0
6298264894483083393u,2,17,2,8.5
6298844471155053750u,1,14,4,14.0
6299108302809014507u,7,13,3,1.8571428571428572
6300222121420017850u,2,14,3,7.0
6301740401474641614u,10,14,2,1.4
6304050786976669561u,6,7,1,1.1666666666666667
6304485243924843946u,2,20,4,10.0
6307026567837080255u,4,6,1,1.5
6308087694776167893u,1,8,4,8.0
6309850681394227251u,13,13,1,1.0
6311898190373358240u,1,31,3,31.0
6312486472053720322u,2,8,1,4.0
6313305340323299035u,3,12,2,4.0
6314790821717497586u,1,6,2,6.0
6316059672679097834u,6,17,2,2.8333333333333335
6316644716344088865u,1,8,2,8.0
6317803886039820252u,5,8,1,1.6
6324921255823171004u,2,16,3,8.0
6325923060210331063u,1,7,2,7.0
6327277729727643062u,1,6,2,6.0
6327477557460842955u,1,16,1,16.0
6327579569340224664u,3,31,2,10.333333333333334
6328249420954603011u,8,8,1,1.0
6328502332169701358u,1,7,1,7.0
632853032717304379u,1,9,2,9.0
6328682450164115871u,1,14,3,14.0
6331463659491525854u,10,12,2,1.2
6332015584630709682u,2,11,2,5.5
633353737289858994u,1,7,3,7.0
6333543939557090052u,1,12,2,12.0
6333689336346430615u,1,9,3,9.0
6335065699387006540u,2,8,1,4.0
6338888297055511379u,1,22,2,22.0
6340175301305993275u,1,11,2,11.0
6341447676299179114u,1,15,3,15.0
6341876794186767131u,5,17,2,3.4
6342726380839649976u,1,16,2,16.0
6343386503714999367u,1,9,1,9.0
6343848927888826305u,6,12,3,2.0
63447279282598295u,7,7,1,1.0
6344788358800043370u,2,12,3,6.0
6345009352569001965u,1,9,2,9.0
6347263464257624692u,3,9,1,3.0
634748408357066133u,3,10,1,3.3333333333333335
6350974999398058998u,1,9,2,9.0
6351764871049472520u,1,9,3,9.0
6352221237310125106u,1,6,1,6.0
6353970595501790704u,4,23,3,5.75
6354694116703078244u,4,18,3,4.5
6355781841935316631u,1,17,3,17.0
6356944859000083078u,1,11,1,11.0
6357598253350908812u,1,7,3,7.0
6358205888056659306u,1,9,2,9.0
6358321644505841849u,10,37,1,3.7
6359564338333654750u,1,13,2,13.0
635957251074810499u,1,14,1,14.0
6360558818126620720u,1,8,2,8.0
6360972248926824012u,3,21,2,7.0
6362671153279777769u,1,6,2,6.0
6363376032606673867u,1,12,2,12.0
6364330764761799547u,1,7,3,7.0
6365242604220214168u,2,8,1,4.0
6365263299419855866u,1,6,2,6.0
6366536107674853535u,1,15,1,15.0
6366800560916355527u,1,9,3,9.0
636688222415989347u,1,34,4,34.0
636690097983575025u,5,7,1,1.4
6368121905048012142u,1,8,2,8.0
6368762875777350899u,1,6,2,6.0
6369337931152843931u,1,7,1,7.0
6371492069666667529u,2,12,3,6.0
6372584093859228800u,2,10,1,5.0
6373316938524525309u,1,7,2,7.0
6373512015627092350u,1,6,1,6.0
6373801743893143582u,1,6,2,6.0
637426698252923382u,3,26,3,8.666666666666666
6374311385135351812u,2,10,1,5.0
6374343045167235104u,1,8,2,8.0
6374708332255417829u,1,8,2,8.0
63786271010940169u,1,6,1,6.0
6378933346641660537u,5,6,1,1.2
6381788451459103511u,1,9,1,9.0
6383571064542901691u,1,6,2,6.0
6383632377841299751u,5,14,1,2.8
6384651155629298113u,1,13,1,13.0
6386369598888206791u,1,8,1,8.0
638662265958100064u,6,10,1,1.6666666666666667
638676743036217583u,1,6,1,6.0
6389320288150240674u,2,16,1,8.0
6390144665992125133u,1,11,3,11.0
6391031810727705139u,1,39,3,39.0
6392534148995991288u,1,13,2,13.0
6393543933421631073u,1,18,4,18.0
6394260538786289802u,2,7,1,3.5
6395731388332442845u,3,36,3,12.0
6395840833102288657u,1,14,2,14.0
6396631000772751483u,1,14,3,14.0
6404060669808730752u,2,15,2,7.5
6405732260730392410u,1,7,2,7.0
6406417452659017660u,1,7,3,7.0
640688198630052683u,1,6,1,6.0
6407113954756680229u,4,15,3,3.75
6407443616075506053u,1,8,4,8.0
640998162769350847u,1,6,1,6.0
6410155354147191408u,1,7,1,7.0
6410983951626636419u,1,8,2,8.0
641182655888314884u,1,8,2,8.0
6412253606398890575u,1,6,3,6.0
6413835868358678911u,1,16,2,16.0
6414178511008980039u,1,35,3,35.0
6414328369158066054u,4,23,1,5.75
6414888707012998866u,2,7,1,3.5
6416301328790475327u,3,11,3,3.6666666666666665
6416306040396191520u,1,13,2,13.0
6416388032726418678u,5,11,4,2.2
